,Alley,Lot Shape,Land Contour,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,MS SubClass,MS Zoning,Street,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Mo Sold,Sale Type,Year Built,Year Remod/Add,Garage Yr Blt,Yr Sold,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,SalePrice
475,missing,Reg,Lvl,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,PConc,Ex,TA,Gd,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,5,WD ,2002,2002,2002.0,2006,85.0,14331,630.0,1274.0,0.0,526.0,1800.0,1800,0,0,1800,765.0,270,78,0,0,0,0,0,312500
476,Pave,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,PConc,Gd,TA,No,160,FV,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,2,1,Gd,4,Typ,0,missing,Detchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2004,2005,2004.0,2010,30.0,3182,0.0,0.0,0.0,600.0,600.0,600,600,0,1200,480.0,0,172,0,0,0,0,0,151000
477,missing,Reg,Lvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,CBlock,TA,TA,No,160,RM,Pave,ALQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,2,1,TA,6,Min1,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,8,WD ,1971,1971,1971.0,2007,24.0,1920,376.0,471.0,0.0,294.0,765.0,765,600,0,1365,440.0,240,36,0,0,0,0,0,122500
478,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,PConc,Gd,TA,Mn,60,RL,Pave,GLQ,ALQ,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,7,WD ,2003,2003,2003.0,2008,68.0,10110,0.0,80.0,555.0,200.0,835.0,835,861,0,1696,542.0,143,66,0,0,0,0,0,188000
479,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,Gd,60,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,8,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,5,New,2005,2006,2005.0,2006,91.0,10984,0.0,0.0,0.0,945.0,945.0,945,864,0,1809,638.0,144,54,0,0,0,0,0,209700
480,missing,IR1,HLS,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,PConc,Ex,Gd,Gd,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,1,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,1,WD ,2006,2006,2006.0,2007,85.0,14082,945.0,1558.0,0.0,662.0,2220.0,2234,0,0,2234,724.0,390,80,0,0,0,0,0,441929
481,missing,IR1,Lvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,1.0,2,1,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,10,WD ,1993,1994,1993.0,2008,50.0,8480,120.0,602.0,0.0,284.0,886.0,886,794,0,1680,474.0,144,96,0,0,0,0,0,163000
482,missing,IR1,Low,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,CBlock,TA,Fa,Gd,60,RL,Pave,LwQ,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,5,1,Gd,9,Typ,0,missing,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1966,2007,1966.0,2007,0.0,12205,157.0,568.0,0.0,264.0,832.0,976,1111,0,2087,444.0,133,168,0,0,0,0,0,187500
483,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,PConc,Gd,TA,Gd,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1999,2000,1999.0,2009,90.0,15750,260.0,1246.0,0.0,216.0,1462.0,1513,0,0,1513,521.0,135,34,0,0,0,0,0,220000
484,missing,Reg,Lvl,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,ALQ,BLQ,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,5,Typ,0,missing,Attchd,RFn,1.0,TA,TA,Y,missing,missing,missing,3,WD ,1967,1993,1967.0,2007,70.0,8050,0.0,474.0,38.0,437.0,949.0,1107,0,0,1107,308.0,88,64,0,0,0,0,0,127000
485,missing,Reg,Lvl,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Slab,missing,missing,missing,20,RL,Pave,missing,missing,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,2,1,TA,5,Mod,1,Po,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,4,WD ,1955,2007,1967.0,2010,60.0,7200,0.0,0.0,0.0,0.0,0.0,827,0,0,827,392.0,0,0,0,0,0,0,0,107500
486,Grvl,Reg,Lvl,6,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,CBlock,TA,TA,No,75,RM,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,TA,9,Typ,1,Gd,missing,missing,0.0,missing,missing,Y,missing,missing,missing,6,WD ,1914,2001,missing,2008,35.0,6300,0.0,0.0,0.0,742.0,742.0,742,742,0,1484,0.0,0,291,134,0,0,0,0,128000
487,Grvl,IR3,Bnk,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,BrkTil,Fa,TA,No,30,RM,Pave,Unf,Unf,GasA,Gd,N,FuseP,0.0,0.0,1,0,2,1,TA,4,Typ,0,missing,Detchd,Unf,2.0,TA,TA,N,missing,missing,missing,6,WD ,1925,2004,1965.0,2008,30.0,5232,0.0,0.0,0.0,680.0,680.0,764,0,0,764,504.0,0,0,0,0,0,0,0,73000
488,missing,IR1,HLS,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,PConc,Ex,TA,Gd,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,8,WD ,2003,2004,2003.0,2006,72.0,11846,562.0,1567.0,0.0,225.0,1792.0,1792,0,0,1792,874.0,206,49,0,0,0,0,0,374000
489,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,PConc,Ex,TA,Mn,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,1,WD ,2001,2002,2001.0,2008,130.0,16900,1110.0,1075.0,0.0,404.0,1479.0,1515,1134,0,2649,746.0,0,60,0,0,0,0,0,421250
490,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,PConc,Gd,TA,No,60,RL,Pave,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,RFn,2.0,TA,TA,Y,missing,MnPrv,missing,12,WD ,1992,1993,1993.0,2009,0.0,9636,0.0,0.0,0.0,808.0,808.0,808,785,0,1593,389.0,342,40,0,0,0,0,0,178000
491,missing,Reg,Lvl,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,CBlock,Gd,TA,Av,85,RL,Pave,BLQ,Rec,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,TA,6,Typ,0,missing,Detchd,RFn,2.0,TA,TA,Y,missing,MnPrv,missing,4,WD ,1972,1972,1974.0,2008,90.0,10012,0.0,920.0,180.0,38.0,1138.0,1181,0,0,1181,588.0,0,0,180,0,0,0,0,137500
492,missing,IR1,Lvl,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,PConc,Gd,TA,Gd,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,8,WD ,1994,1994,1994.0,2008,91.0,14303,554.0,1314.0,0.0,672.0,1986.0,1987,0,0,1987,691.0,262,36,0,0,0,0,0,301500
493,missing,Reg,Bnk,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,BrkTil,TA,TA,No,70,RL,Pave,Unf,Unf,GasA,Gd,Y,FuseF,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,Fa,TA,Y,missing,missing,missing,3,WD ,1935,1950,1926.0,2009,43.0,5707,0.0,0.0,0.0,583.0,583.0,647,595,0,1242,180.0,329,96,0,0,0,0,0,105000
494,missing,Reg,Lvl,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,CBlock,TA,TA,Av,20,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,8,WD ,1968,2004,1968.0,2006,78.0,9360,203.0,760.0,0.0,216.0,976.0,976,0,0,976,504.0,94,0,0,0,0,0,0,157500
495,Grvl,Reg,Lvl,3,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,CBlock,TA,TA,No,50,RM,Pave,Unf,Unf,GasA,TA,N,FuseA,0.0,0.0,1,0,2,1,TA,6,Typ,0,missing,Detchd,Unf,1.0,TA,TA,N,missing,MnPrv,missing,9,WD ,1901,1950,1920.0,2007,40.0,5680,0.0,0.0,0.0,969.0,969.0,969,245,0,1214,216.0,0,0,77,0,0,0,0,117000
496,missing,Reg,Lvl,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,BLQ,Unf,GasA,Gd,Y,SBrkr,0.0,1.0,1,0,3,1,TA,5,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,GdWo,missing,2,WD ,1962,1962,1962.0,2006,70.0,7000,0.0,468.0,0.0,396.0,864.0,864,0,0,864,336.0,0,0,0,0,0,0,0,105000
497,missing,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,BrkTil,TA,TA,No,50,RL,Pave,Unf,Unf,GasA,Ex,Y,FuseA,0.0,0.0,1,0,3,1,TA,6,Maj2,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,3,WD ,1936,1950,1936.0,2008,51.0,10480,0.0,0.0,0.0,1064.0,1064.0,1166,0,473,1639,240.0,0,0,0,0,0,0,0,115000
498,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,PConc,Ex,TA,No,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,7,WD ,2008,2008,2008.0,2009,95.0,11578,302.0,0.0,0.0,1736.0,1736.0,1736,0,0,1736,834.0,319,90,0,0,0,0,0,360000
499,missing,Reg,Bnk,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,Slab,missing,missing,missing,90,RL,Pave,missing,missing,GasA,TA,Y,SBrkr,0.0,0.0,2,0,4,2,TA,8,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1979,1979,1979.0,2009,64.0,7018,0.0,0.0,0.0,0.0,0.0,1535,0,0,1535,400.0,0,0,0,0,0,0,0,118858
500,missing,Reg,Lvl,8,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,CBlock,TA,TA,No,60,RL,Pave,GLQ,Rec,GasA,Gd,Y,SBrkr,0.0,1.0,1,1,4,1,Gd,7,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1966,2000,1966.0,2008,0.0,9130,252.0,400.0,64.0,336.0,800.0,800,832,0,1632,484.0,0,40,0,0,0,0,0,173000
501,Grvl,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,BrkTil,TA,TA,No,30,RL,Pave,Unf,Unf,GasA,TA,Y,FuseA,0.0,0.0,1,1,1,1,TA,4,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,11,WD ,1890,1998,1959.0,2009,60.0,10800,0.0,0.0,0.0,630.0,630.0,725,0,0,725,320.0,0,30,0,0,0,0,0,78500
502,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,5,WD ,2004,2004,2004.0,2007,62.0,8244,0.0,0.0,0.0,840.0,840.0,840,880,0,1720,440.0,100,48,0,0,0,0,0,183500
503,Pave,Reg,Bnk,4,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,CBlock,Fa,TA,No,20,RM,Pave,Unf,Unf,GasA,TA,N,SBrkr,0.0,0.0,1,0,2,1,TA,4,Min2,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,2,WD ,1953,1953,1974.0,2009,60.0,6000,0.0,0.0,0.0,936.0,936.0,936,0,0,936,576.0,0,32,112,0,0,0,0,93000
504,missing,Reg,Lvl,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,PConc,Gd,TA,Gd,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,11,WD ,2003,2003,2003.0,2007,0.0,3621,72.0,1084.0,0.0,322.0,1406.0,1589,0,0,1589,630.0,143,20,0,0,0,0,0,226500
505,missing,IR1,Lvl,7,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,PConc,Gd,TA,No,60,RL,Pave,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,5,WD ,1993,1994,1993.0,2009,59.0,7837,0.0,0.0,0.0,799.0,799.0,799,772,0,1571,380.0,0,40,0,0,0,0,0,178000
506,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,Av,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2003,2003,2003.0,2007,72.0,10665,167.0,1013.0,0.0,440.0,1453.0,1479,0,0,1479,558.0,144,29,0,0,0,0,0,226000
507,missing,IR1,Lvl,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Ex,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,CBlock,TA,TA,Gd,60,RL,Pave,BLQ,LwQ,GasA,Ex,Y,SBrkr,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,MnPrv,missing,4,WD ,1969,1969,1969.0,2009,70.0,10457,178.0,496.0,288.0,0.0,784.0,784,848,0,1632,898.0,0,173,368,0,0,0,0,173000
508,missing,IR1,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,Rec,BLQ,GasA,Gd,Y,SBrkr,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Detchd,Unf,1.0,TA,TA,Y,missing,GdWo,missing,12,WD ,1965,1965,1965.0,2009,60.0,8281,0.0,553.0,311.0,0.0,864.0,864,0,0,864,360.0,0,0,236,0,0,0,0,62383
509,missing,IR1,Lvl,5,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,PConc,Ex,TA,Av,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Ex,11,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,11,New,2008,2008,2008.0,2008,67.0,14948,268.0,1330.0,0.0,122.0,1452.0,1476,1237,0,2713,858.0,126,66,0,0,0,0,0,446261
510,missing,Reg,Lvl,8,Gable,CompShg,Wd Sdng,Stucco,None,TA,TA,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,BrkTil,TA,TA,No,70,RL,Pave,ALQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,6,Typ,2,Gd,Detchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,5,WD ,1926,1997,1926.0,2006,43.0,7000,0.0,424.0,0.0,200.0,624.0,743,736,0,1479,312.0,530,0,56,0,0,0,0,160000
511,missing,Reg,Lvl,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,PConc,Gd,TA,No,120,RM,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,5,WD ,2004,2004,2004.0,2008,0.0,3940,24.0,1087.0,0.0,306.0,1393.0,1576,0,0,1576,668.0,143,20,0,0,0,0,0,219990
512,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,No,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1999,2000,1999.0,2008,93.0,9382,125.0,0.0,0.0,1468.0,1468.0,1479,0,0,1479,577.0,120,25,0,0,0,0,0,191000
513,missing,Reg,Bnk,7,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,PConc,TA,TA,No,40,RL,Pave,LwQ,Rec,GasA,TA,N,FuseA,1.0,0.0,1,0,1,1,TA,6,Mod,1,Gd,Detchd,Unf,1.0,Fa,TA,Y,missing,missing,missing,8,WD ,1925,1994,1969.0,2007,55.0,6854,0.0,317.0,227.0,212.0,756.0,916,144,0,1060,308.0,0,65,0,0,150,0,0,136500
514,missing,IR1,Lvl,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,Slab,missing,missing,missing,30,RL,Pave,missing,missing,GasA,TA,N,SBrkr,0.0,0.0,1,0,3,1,Gd,5,Min2,0,missing,Detchd,Unf,1.0,TA,TA,N,missing,missing,missing,8,WD ,1958,1994,1958.0,2007,0.0,11515,0.0,0.0,0.0,0.0,0.0,943,0,0,943,308.0,0,0,60,0,0,0,0,80000
515,missing,IR1,Lvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,PConc,Gd,Gd,No,50,RL,Pave,GLQ,LwQ,GasA,Gd,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,9,Typ,0,missing,Attchd,Unf,3.0,TA,TA,Y,missing,missing,missing,2,WD ,1988,1988,1988.0,2006,0.0,13837,178.0,1002.0,202.0,0.0,1204.0,1377,806,0,2183,786.0,0,0,0,0,0,0,0,229000
516,missing,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,GdPrv,missing,6,WD ,1993,1994,1993.0,2010,80.0,9938,246.0,750.0,0.0,300.0,1050.0,1062,887,0,1949,574.0,156,90,0,0,0,0,0,236000
517,missing,IR1,HLS,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,PConc,Ex,TA,Gd,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,9,New,2006,2007,2006.0,2007,85.0,12633,242.0,0.0,0.0,1824.0,1824.0,1824,0,0,1824,932.0,160,36,0,0,108,0,0,392000
518,missing,Reg,Lvl,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,CBlock,TA,Fa,No,70,RM,Pave,BLQ,Unf,GasA,Fa,Y,SBrkr,1.0,0.0,2,0,4,1,TA,8,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,MnPrv,missing,8,WD ,1927,1950,1927.0,2009,57.0,6876,0.0,522.0,0.0,198.0,720.0,1146,784,0,1930,316.0,0,0,213,0,0,0,0,149000
519,Pave,IR1,Lvl,5,Gable,CompShg,BrkFace,MetalSd,None,Ex,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,PConc,Gd,TA,Mn,160,FV,Pave,BLQ,GLQ,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,2,1,Ex,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,2,WD ,1998,1999,1998.0,2008,36.0,3951,0.0,128.0,842.0,0.0,970.0,1469,924,0,2393,846.0,0,90,0,0,94,0,0,345000
520,Grvl,Reg,Lvl,8,Hip,CompShg,CemntBd,CmentBd,None,Gd,Gd,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,PConc,Fa,TA,No,70,RM,Pave,Unf,Unf,GasA,Ex,Y,FuseA,0.0,0.0,2,0,5,1,TA,8,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1900,2005,1900.0,2006,62.0,9856,0.0,0.0,0.0,716.0,716.0,1007,1007,0,2014,624.0,0,72,167,0,0,0,0,169000
521,missing,Reg,Lvl,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,CBlock,TA,TA,No,20,RL,Pave,Unf,Unf,GasA,TA,N,SBrkr,0.0,0.0,1,0,2,1,TA,4,Mod,0,missing,Attchd,Unf,1.0,TA,TA,N,missing,missing,missing,7,WD ,1946,1950,1946.0,2007,84.0,17808,0.0,0.0,0.0,484.0,484.0,1242,0,0,1242,336.0,0,0,0,0,0,0,0,109900
522,missing,Reg,Lvl,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,Av,60,RL,Pave,LwQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,TA,9,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,11,WD ,1993,1994,1993.0,2006,74.0,9627,94.0,758.0,0.0,238.0,996.0,996,1004,0,2000,650.0,190,48,0,0,0,0,0,188000
